,company_name,sic,office,industry,cik
DOMA,"Doma Holdings, Inc.",6361,Office of Finance,TITLE INSURANCE,0001722438
DOMO,"DOMO, INC.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001505952
DOOR,MASONITE INTERNATIONAL CORP,2430,Office of Manufacturing,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",0000893691
DORM,"Dorman Products, Inc.",3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,0000868780
DOUG,Douglas Elliman Inc.,6531,Office of Real Estate & Construction,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),0001878897
DOV,DOVER CORP,3530,Office of Technology,"CONSTRUCTION, MINING & MATERIALS HANDLING MACHINERY & EQUIP",0000029905
DOW,DOW CHEMICAL CO /DE/,2821,Industrial Applications and Services,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",0000029915
DPZ,DOMINOS PIZZA INC,5140,Office of Trade & Services,WHOLESALE-GROCERIES & RELATED PRODUCTS,0001286681
DRE,DUKE REALTY CORP,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000783280
DRH,DiamondRock Hospitality Co,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001298946
DRI,DARDEN RESTAURANTS INC,5812,Office of Trade & Services,RETAIL-EATING PLACES,0000940944
DRQ,DRIL-QUIP INC,3533,Office of Technology,OIL & GAS FIELD MACHINERY & EQUIPMENT,0001042893
DRVN,Driven Brands Holdings Inc.,7500,Office of Trade & Services,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING",0001804745
DSEY,"Diversey Holdings, Ltd.",2842,Industrial Applications and Services,"SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS",0001831617
DSGN,"Design Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001807120
DSKE,"Daseke, Inc.",4700,Office of Energy & Transportation,TRANSPORTATION SERVICES,0001642453
DSP,Viant Technology Inc.,7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001828791
DT,"Dynatrace, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001773383
DTC,"Solo Brands, Inc.",3949,Office of Manufacturing,"SPORTING & ATHLETIC GOODS, NEC",0001870600
DTE,DTE ENERGY CO,4911,Office of Energy & Transportation,ELECTRIC SERVICES,0000936340
DTM,"DT Midstream, Inc.",4922,Office of Energy & Transportation,NATURAL GAS TRANSMISSION,0001842022
DUK,Duke Energy CORP,4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,0001326160
DUOL,"Duolingo, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001562088
DV,AeroVironment Inc,3721,Office of Manufacturing,AIRCRAFT,0001368622
DVA,DAVITA INC,8090,Industrial Applications and Services,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",0000927066
DVAX,DYNAVAX TECHNOLOGIES CORP,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001029142
DVN,DEVON ENERGY CORP/DE,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0001090012
DX,DYNEX CAPITAL INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000826675
DXC,DXC Technology Co,7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0001688568
DXCM,DEXCOM INC,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001093557
DXLG,"DESTINATION XL GROUP, INC.",5651,Office of Trade & Services,RETAIL-FAMILY CLOTHING STORES,0000813298
DXPE,DXP ENTERPRISES INC,5084,Office of Trade & Services,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,0001020710
DY,DYCOM INDUSTRIES INC,1623,Office of Real Estate & Construction,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",0000067215
DYN,DYNEGY HOLDINGS INC,4911,Office of Energy & Transportation,ELECTRIC SERVICES,0001105055
DZSI,DASAN ZHONE SOLUTIONS INC,3661,Office of Manufacturing,TELEPHONE & TELEGRAPH APPARATUS,0001101680
EA,ELECTRONIC ARTS INC.,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0000712515
EAF,GRAFTECH INTERNATIONAL LTD,3620,Office of Manufacturing,ELECTRICAL INDUSTRIAL APPARATUS,0000931148
EAT,BRINKER INTERNATIONAL INC,5812,Office of Trade & Services,RETAIL-EATING PLACES,0000703351
EB,"Eventbrite, Inc.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001475115
EBAY,EBAY INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001065088
EBC,"Eastern Bankshares, Inc.",6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",0001810546
EBF,"ENNIS, INC.",2761,Office of Manufacturing,MANIFOLD BUSINESS FORMS,0000033002
EBIX,EBIX INC,7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,0000814549
EBS,Emergent BioSolutions Inc.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001367644
EBTC,ENTERPRISE BANCORP INC /MA/,6022,Office of Finance,STATE COMMERCIAL BANKS,0001018399
ECL,ECOLAB INC,2840,Industrial Applications and Services,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS",0000031462
ECOM,CHANNELADVISOR CORP,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001169652
ECPG,ENCORE CAPITAL GROUP INC,6153,Office of Finance,SHORT-TERM BUSINESS CREDIT INSTITUTIONS,0001084961
ECVT,Ecovyst Inc.,2800,Industrial Applications and Services,CHEMICALS & ALLIED PRODUCTS,0001708035
ED,CONSOLIDATED EDISON CO OF NEW YORK INC,4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,0000023632
EDIT,"Editas Medicine, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001650664
EE,EL PASO ELECTRIC CO /TX/,4911,Office of Energy & Transportation,ELECTRIC SERVICES,0000031978
EEFT,EURONET WORLDWIDE INC,6099,Office of Finance,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",0001029199
EFC,Ellington Financial LLC,6500,Office of Real Estate & Construction,REAL ESTATE,0001411342
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,0001025835
EFX,EQUIFAX INC,7320,Office of Trade & Services,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",0000033185
EGAN,EGAIN COMMUNICATIONS CORP,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001066194
EGBN,EAGLE BANCORP INC,6022,Office of Finance,STATE COMMERCIAL BANKS,0001050441
EGHT,8X8 INC /DE/,4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),0001023731
EGLE,Eagle Bulk Shipping Inc.,4412,Office of Energy & Transportation,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,0001322439
EGP,EASTGROUP PROPERTIES INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000049600
EGRX,"EAGLE PHARMACEUTICALS, INC.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0000827871
EGY,VAALCO ENERGY INC /DE/,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0000894627
EHC,Encompass Health Corp,8060,Industrial Applications and Services,SERVICES-HOSPITALS,0000785161
EHTH,"eHealth, Inc.",6411,Office of Finance,"INSURANCE AGENTS, BROKERS & SERVICE",0001333493
EIG,"Employers Holdings, Inc.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0001379041
EIGR,"Eiger BioPharmaceuticals, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001305253
EIX,EDISON INTERNATIONAL,4911,Office of Energy & Transportation,ELECTRIC SERVICES,0000827052
EL,ESTEE LAUDER COMPANIES INC,2844,Industrial Applications and Services,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",0001001250
ELAN,Elanco Animal Health Inc,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001739104
ELF,"e.l.f. Beauty, Inc.",2844,Industrial Applications and Services,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",0001600033
ELS,EQUITY LIFESTYLE PROPERTIES INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000895417
ELY,CALLAWAY GOLF CO,3949,Office of Manufacturing,"SPORTING & ATHLETIC GOODS, NEC",0000837465
EMBC,Embecta Corp.,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001872789
EME,EMCOR GROUP INC,1731,Office of Real Estate & Construction,ELECTRICAL WORK,0000105634
EMN,EASTMAN CHEMICAL CO,2821,Industrial Applications and Services,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",0000915389
EMR,EMERSON ELECTRIC CO,3600,Office of Manufacturing,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),0000032604
ENDP,ENDO PHARMACEUTICALS HOLDINGS INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001100962
ENFN,"Enfusion, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001868912
ENOB,Enochian Biosciences Inc,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001527728
ENPH,"Enphase Energy, Inc.",3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001463101
ENR,ENERGIZER HOLDINGS INC,3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",0001096752
ENS,EnerSys,5063,Office of Trade & Services,"WHOLESALE-ELECTRICAL APPARATUS & EQUIPMENT, WIRING SUPPLIES",0001289308
ENSG,"ENSIGN GROUP, INC",8051,Industrial Applications and Services,SERVICES-SKILLED NURSING CARE FACILITIES,0001125376
ENTA,ENANTA PHARMACEUTICALS INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001177648
ENTG,ENTEGRIS INC,3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",0001101302
ENV,"ENVESTNET, INC.",7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001337619
ENVA,"Enova International, Inc.",6141,Office of Finance,PERSONAL CREDIT INSTITUTIONS,0001529864
ENVX,Enovix Corp,3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",0001828318
EOG,EOG RESOURCES INC,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0000821189
EOLS,"Evolus, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001570562
EP,EL PASO CORP/DE,4922,Office of Energy & Transportation,NATURAL GAS TRANSMISSION,0001066107
EPAC,ENERPAC TOOL GROUP CORP,3590,Office of Technology,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,0000006955
EPAM,"EPAM Systems, Inc.",7371,Office of Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,0001352010
EPC,EDGEWELL PERSONAL CARE Co,2844,Industrial Applications and Services,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",0001096752
EPR,ENTERTAINMENT PROPERTIES TRUST,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001045450
EPRT,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001728951
EQBK,EQUITY BANCSHARES INC,6022,Office of Finance,STATE COMMERCIAL BANKS,0001227500
EQC,Equity Commonwealth,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000803649
EQH,"AXA Equitable Holdings, Inc.",6411,Office of Finance,"INSURANCE AGENTS, BROKERS & SERVICE",0001333986
EQIX,EQUINIX INC,4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),0001101239
EQR,EQUITY RESIDENTIAL,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000906107
EQRX,"EQRx, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001843762
EQT,EQT Corp,4923,Office of Energy & Transportation,NATURAL GAS TRANSMISISON & DISTRIBUTION,0000033213
ERAS,"Erasca, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001761918
ERIE,ERIE INDEMNITY CO,6411,Office of Finance,"INSURANCE AGENTS, BROKERS & SERVICE",0000922621
ERII,"Energy Recovery, Inc.",3559,Office of Technology,"SPECIAL INDUSTRY MACHINERY, NEC",0001421517
ES,"EnergySolutions, Inc.",4955,Office of Energy & Transportation,HAZARDOUS WASTE MANAGEMENT,0001393744
ESE,ESCO TECHNOLOGIES INC,3669,Office of Manufacturing,"COMMUNICATIONS EQUIPMENT, NEC",0000866706
ESGR,Enstar Group LTD,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0001363829
ESI,ITT EDUCATIONAL SERVICES INC,8200,Office of Trade & Services,SERVICES-EDUCATIONAL SERVICES,0000922475
ESMT,"EngageSmart, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001863105
ESNT,Essent Group Ltd.,6351,Office of Finance,SURETY INSURANCE,0001448893
ESPR,"Esperion Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001434868
ESQ,"Esquire Financial Holdings, Inc.",6029,Office of Finance,"COMMERCIAL BANKS, NEC",0001531031
ESRT,"Empire State Realty Trust, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001541401
ESS,ESSEX PROPERTY TRUST INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000920522
ESTC,Elastic N.V.,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001707753
ESTE,EARTHSTONE ENERGY INC,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0000010254
ETD,ETHAN ALLEN INTERIORS INC,2511,Office of Manufacturing,"WOOD HOUSEHOLD FURNITURE, (NO UPHOLSTERED)",0000896156
ETN,EATON CORP,3590,Office of Technology,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,0000031277
ETR,ENTERGY ARKANSAS INC,4911,Office of Energy & Transportation,ELECTRIC SERVICES,0000007323
ETRN,Equitrans Midstream Corp,4922,Office of Energy & Transportation,NATURAL GAS TRANSMISSION,0001747009
ETSY,ETSY INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001370637
ETWO,"E2open Parent Holdings, Inc.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0001800347
EVA,"Enviva Partners, LP",2400,Office of Manufacturing,LUMBER & WOOD PRODUCTS (NO FURNITURE),0001592057
EVBG,"EVERBRIDGE, INC.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001437352
EVC,ENTRAVISION COMMUNICATIONS CORP,4833,Office of Technology,TELEVISION BROADCASTING STATIONS,0001109116
EVCM,EverCommerce Inc.,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001853145
EVER,EverBank Financial Corp,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",0001502749
EVGO,EVgo Inc.,5990,Office of Trade & Services,"RETAIL-RETAIL STORES, NEC",0001821159
EVH,"Evolent Health, Inc.",8741,Office of Trade & Services,SERVICES-MANAGEMENT SERVICES,0001628908
EVLV,EVINE Live Inc.,5961,Office of Trade & Services,RETAIL-CATALOG & MAIL-ORDER HOUSES,0000870826
EVOP,"EVO Payments, Inc.",7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001704596
EVR,Evercore Partners Inc.,6282,Office of Finance,INVESTMENT ADVICE,0001360901
EVRG,"Evergy, Inc.",4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,0001711269
EVRI,Everi Holdings Inc.,6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,0001318568
EVTC,"EVERTEC, Inc.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0001559865
EW,Edwards Lifesciences Corp,3842,Industrial Applications and Services,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",0001099800
EWBC,EAST WEST BANCORP INC,6022,Office of Finance,STATE COMMERCIAL BANKS,0001069157
EWCZ,"European Wax Center, Inc.",7200,Office of Trade & Services,SERVICES-PERSONAL SERVICES,0001856236
EWTX,"Edgewise Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001710072
EXAS,EXACT SCIENCES CORP,8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,0001124140
EXC,EXELON GENERATION CO LLC,4911,Office of Energy & Transportation,ELECTRIC SERVICES,0001168165
EXEL,EXELIXIS INC,8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,0000939767
EXLS,"ExlService Holdings, Inc.",7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001297989
EXP,EAGLE MATERIALS INC,3241,Office of Manufacturing,"CEMENT, HYDRAULIC",0000918646
EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,4731,Office of Energy & Transportation,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,0000746515
EXPE,"Expedia, Inc.",4700,Office of Energy & Transportation,TRANSPORTATION SERVICES,0001324424
EXPI,"EXP World Holdings, Inc.",6531,Office of Real Estate & Construction,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),0001495932
EXPO,EXPONENT INC,8742,Office of Trade & Services,SERVICES-MANAGEMENT CONSULTING SERVICES,0000851520
EXPR,"EXPRESS, INC.",5600,Office of Trade & Services,RETAIL-APPAREL & ACCESSORY STORES,0001483510
EXR,Extra Space Storage Inc.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001289490
EXTR,EXTREME NETWORKS INC,3576,Office of Technology,COMPUTER COMMUNICATIONS EQUIPMENT,0001078271
EYE,"National Vision Holdings, Inc.",3851,Industrial Applications and Services,OPHTHALMIC GOODS,0001710155
EYPT,"EyePoint Pharmaceuticals, Inc.",3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,0001314102
EZPW,EZCORP INC,5900,Office of Trade & Services,RETAIL-MISCELLANEOUS RETAIL,0000876523
F,FORD MOTOR CO,3711,Office of Manufacturing,MOTOR VEHICLES & PASSENGER CAR BODIES,0000037996
FA,FIRST ADVANTAGE CORP,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001210677
FAF,First American Financial Corp,6361,Office of Finance,TITLE INSURANCE,0001472787
FANG,"Diamondback Energy, Inc.",1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0001539838
FARO,FARO TECHNOLOGIES INC,3829,Industrial Applications and Services,"MEASURING & CONTROLLING DEVICES, NEC",0000917491
FAST,FASTENAL CO,5200,Office of Trade & Services,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",0000815556
FATE,FATE THERAPEUTICS INC,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001434316
FATH,Fathom Digital Manufacturing Corp,3440,Office of Manufacturing,FABRICATED STRUCTURAL METAL PRODUCTS,0001836176
FBC,FLAGSTAR BANCORP INC,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",0001033012
FBHS,"Fortune Brands Home & Security, Inc.",1520,Office of Real Estate & Construction,GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS,0001519751
FBIZ,"FIRST BUSINESS FINANCIAL SERVICES, INC.",6022,Office of Finance,STATE COMMERCIAL BANKS,0001521951
FBK,FB Financial Corp,6022,Office of Finance,STATE COMMERCIAL BANKS,0001649749
FBMS,FIRST BANCSHARES INC /MS/,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000947559
FBNC,FIRST BANCORP /NC/,6022,Office of Finance,STATE COMMERCIAL BANKS,0000811589
FBP,FIRST BANCORP /PR/,6022,Office of Finance,STATE COMMERCIAL BANKS,0001057706
FBRT,"Franklin BSP Realty Trust, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001562528
FC,FRANKLIN COVEY CO,8741,Office of Trade & Services,SERVICES-MANAGEMENT SERVICES,0000886206
FCBC,FIRST COMMUNITY BANCSHARES INC /NV/,6022,Office of Finance,STATE COMMERCIAL BANKS,0000859070
FCEL,FUELCELL ENERGY INC,3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",0000886128
FCF,FIRST COMMONWEALTH FINANCIAL CORP /PA/,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000712537
FCFS,FIRST CASH FINANCIAL SERVICES INC,5900,Office of Trade & Services,RETAIL-MISCELLANEOUS RETAIL,0000840489
FCN,FTI CONSULTING INC,8742,Office of Trade & Services,SERVICES-MANAGEMENT CONSULTING SERVICES,0000887936
FCNCA,FIRST CITIZENS BANCSHARES INC /DE/,6022,Office of Finance,STATE COMMERCIAL BANKS,0000798941
FCPT,"Four Corners Property Trust, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001650132
FCUV,FOCUS UNIVERSAL INC.,3823,Industrial Applications and Services,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",0001590418
FCX,FREEPORT MCMORAN COPPER & GOLD INC,1000,Office of Energy & Transportation,METAL MINING,0000831259
FDMT,4D Molecular Therapeutics Inc.,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001650648
FDP,FRESH DEL MONTE PRODUCE INC,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,0001047340
FDS,FACTSET RESEARCH SYSTEMS INC,7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001013237
FDX,FEDEX CORP,4513,Office of Energy & Transportation,AIR COURIER SERVICES,0001048911
FE,CLEVELAND ELECTRIC ILLUMINATING CO,4911,Office of Energy & Transportation,ELECTRIC SERVICES,0000020947
FEAM,"5E Advanced Materials, Inc.",1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),0001888654
FELE,FRANKLIN ELECTRIC CO INC,3621,Office of Manufacturing,MOTORS & GENERATORS,0000038725
FF,FutureFuel Corp.,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,0001337298
FFBC,FIRST FINANCIAL BANCORP /OH/,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000708955
FFIC,FLUSHING FINANCIAL CORP,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",0000923139
FFIE,FARADAY FUTURE INTELLIGENT ELECTRIC INC.,3711,Office of Manufacturing,MOTOR VEHICLES & PASSENGER CAR BODIES,0001805521
FFIN,FIRST FINANCIAL BANKSHARES INC,6022,Office of Finance,STATE COMMERCIAL BANKS,0000036029
FFIV,F5 NETWORKS INC,3576,Office of Technology,COMPUTER COMMUNICATIONS EQUIPMENT,0001048695
FFWM,First Foundation Inc.,6022,Office of Finance,STATE COMMERCIAL BANKS,0001413837
FGBI,"First Guaranty Bancshares, Inc.",6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",0001408534
FGEN,FIBROGEN INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0000921299
FHB,"FIRST HAWAIIAN, INC.",6022,Office of Finance,STATE COMMERCIAL BANKS,0000036377
FHI,"FEDERATED HERMES, INC.",6282,Office of Finance,INVESTMENT ADVICE,0001056288
