,company_name,sic,office,industry,cik
EIX,EDISON INTERNATIONAL,4911,Office of Energy & Transportation,ELECTRIC SERVICES,827052
EL,ESTEE LAUDER COMPANIES INC,2844,Industrial Applications and Services,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",1001250
ELAN,Elanco Animal Health Inc,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1739104
ELF,"e.l.f. Beauty, Inc.",2844,Industrial Applications and Services,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",1600033
ELS,EQUITY LIFESTYLE PROPERTIES INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,895417
ELY,CALLAWAY GOLF CO,3949,Office of Manufacturing,"SPORTING & ATHLETIC GOODS, NEC",837465
EMBC,Embecta Corp.,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1872789
EME,EMCOR GROUP INC,1731,Office of Real Estate & Construction,ELECTRICAL WORK,105634
EMN,EASTMAN CHEMICAL CO,2821,Industrial Applications and Services,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",915389
EMR,EMERSON ELECTRIC CO,3600,Office of Manufacturing,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),32604
ENDP,ENDO PHARMACEUTICALS HOLDINGS INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1100962
ENFN,"Enfusion, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1868912
ENOB,Enochian Biosciences Inc,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1527728
ENPH,"Enphase Energy, Inc.",3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,1463101
ENR,ENERGIZER HOLDINGS INC,3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",1096752
ENS,EnerSys,5063,Office of Trade & Services,"WHOLESALE-ELECTRICAL APPARATUS & EQUIPMENT, WIRING SUPPLIES",1289308
ENSG,"ENSIGN GROUP, INC",8051,Industrial Applications and Services,SERVICES-SKILLED NURSING CARE FACILITIES,1125376
ENTA,ENANTA PHARMACEUTICALS INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1177648
ENTG,ENTEGRIS INC,3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",1101302
ENV,"ENVESTNET, INC.",7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1337619
ENVA,"Enova International, Inc.",6141,Office of Finance,PERSONAL CREDIT INSTITUTIONS,1529864
ENVX,Enovix Corp,3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",1828318
EOG,EOG RESOURCES INC,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,821189
EOLS,"Evolus, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1570562
EP,EL PASO CORP/DE,4922,Office of Energy & Transportation,NATURAL GAS TRANSMISSION,1066107
EPAC,ENERPAC TOOL GROUP CORP,3590,Office of Technology,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,6955
EPAM,"EPAM Systems, Inc.",7371,Office of Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,1352010
EPC,EDGEWELL PERSONAL CARE Co,2844,Industrial Applications and Services,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",1096752
EPR,ENTERTAINMENT PROPERTIES TRUST,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1045450
EPRT,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1728951
EQBK,EQUITY BANCSHARES INC,6022,Office of Finance,STATE COMMERCIAL BANKS,1227500
EQC,Equity Commonwealth,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,803649
EQH,"AXA Equitable Holdings, Inc.",6411,Office of Finance,"INSURANCE AGENTS, BROKERS & SERVICE",1333986
EQIX,EQUINIX INC,4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),1101239
EQR,EQUITY RESIDENTIAL,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,906107
EQRX,"EQRx, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1843762
EQT,EQT Corp,4923,Office of Energy & Transportation,NATURAL GAS TRANSMISISON & DISTRIBUTION,33213
ERAS,"Erasca, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1761918
ERIE,ERIE INDEMNITY CO,6411,Office of Finance,"INSURANCE AGENTS, BROKERS & SERVICE",922621
ERII,"Energy Recovery, Inc.",3559,Office of Technology,"SPECIAL INDUSTRY MACHINERY, NEC",1421517
ES,"EnergySolutions, Inc.",4955,Office of Energy & Transportation,HAZARDOUS WASTE MANAGEMENT,1393744
ESE,ESCO TECHNOLOGIES INC,3669,Office of Manufacturing,"COMMUNICATIONS EQUIPMENT, NEC",866706
ESGR,Enstar Group LTD,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",1363829
ESI,ITT EDUCATIONAL SERVICES INC,8200,Office of Trade & Services,SERVICES-EDUCATIONAL SERVICES,922475
ESMT,"EngageSmart, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1863105
ESNT,Essent Group Ltd.,6351,Office of Finance,SURETY INSURANCE,1448893
ESPR,"Esperion Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1434868
ESQ,"Esquire Financial Holdings, Inc.",6029,Office of Finance,"COMMERCIAL BANKS, NEC",1531031
ESRT,"Empire State Realty Trust, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1541401
ESS,ESSEX PROPERTY TRUST INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,920522
ESTC,Elastic N.V.,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1707753
ESTE,EARTHSTONE ENERGY INC,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,10254
ETD,ETHAN ALLEN INTERIORS INC,2511,Office of Manufacturing,"WOOD HOUSEHOLD FURNITURE, (NO UPHOLSTERED)",896156
ETN,EATON CORP,3590,Office of Technology,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,31277
ETR,ENTERGY ARKANSAS INC,4911,Office of Energy & Transportation,ELECTRIC SERVICES,7323
ETRN,Equitrans Midstream Corp,4922,Office of Energy & Transportation,NATURAL GAS TRANSMISSION,1747009
ETSY,ETSY INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1370637
ETWO,"E2open Parent Holdings, Inc.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,1800347
EVA,"Enviva Partners, LP",2400,Office of Manufacturing,LUMBER & WOOD PRODUCTS (NO FURNITURE),1592057
EVBG,"EVERBRIDGE, INC.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1437352
EVC,ENTRAVISION COMMUNICATIONS CORP,4833,Office of Technology,TELEVISION BROADCASTING STATIONS,1109116
EVCM,EverCommerce Inc.,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1853145
EVER,EverBank Financial Corp,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",1502749
EVGO,EVgo Inc.,5990,Office of Trade & Services,"RETAIL-RETAIL STORES, NEC",1821159
EVH,"Evolent Health, Inc.",8741,Office of Trade & Services,SERVICES-MANAGEMENT SERVICES,1628908
EVLV,EVINE Live Inc.,5961,Office of Trade & Services,RETAIL-CATALOG & MAIL-ORDER HOUSES,870826
EVOP,"EVO Payments, Inc.",7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1704596
EVR,Evercore Partners Inc.,6282,Office of Finance,INVESTMENT ADVICE,1360901
EVRG,"Evergy, Inc.",4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,1711269
EVRI,Everi Holdings Inc.,6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,1318568
EVTC,"EVERTEC, Inc.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,1559865
EW,Edwards Lifesciences Corp,3842,Industrial Applications and Services,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",1099800
EWBC,EAST WEST BANCORP INC,6022,Office of Finance,STATE COMMERCIAL BANKS,1069157
EWCZ,"European Wax Center, Inc.",7200,Office of Trade & Services,SERVICES-PERSONAL SERVICES,1856236
EWTX,"Edgewise Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1710072
EXAS,EXACT SCIENCES CORP,8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,1124140
EXC,EXELON GENERATION CO LLC,4911,Office of Energy & Transportation,ELECTRIC SERVICES,1168165
EXEL,EXELIXIS INC,8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,939767
EXLS,"ExlService Holdings, Inc.",7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1297989
EXP,EAGLE MATERIALS INC,3241,Office of Manufacturing,"CEMENT, HYDRAULIC",918646
EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,4731,Office of Energy & Transportation,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,746515
EXPE,"Expedia, Inc.",4700,Office of Energy & Transportation,TRANSPORTATION SERVICES,1324424
EXPI,"EXP World Holdings, Inc.",6531,Office of Real Estate & Construction,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),1495932
EXPO,EXPONENT INC,8742,Office of Trade & Services,SERVICES-MANAGEMENT CONSULTING SERVICES,851520
EXPR,"EXPRESS, INC.",5600,Office of Trade & Services,RETAIL-APPAREL & ACCESSORY STORES,1483510
EXR,Extra Space Storage Inc.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1289490
EXTR,EXTREME NETWORKS INC,3576,Office of Technology,COMPUTER COMMUNICATIONS EQUIPMENT,1078271
EYE,"National Vision Holdings, Inc.",3851,Industrial Applications and Services,OPHTHALMIC GOODS,1710155
EYPT,"EyePoint Pharmaceuticals, Inc.",3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,1314102
EZPW,EZCORP INC,5900,Office of Trade & Services,RETAIL-MISCELLANEOUS RETAIL,876523
F,FORD MOTOR CO,3711,Office of Manufacturing,MOTOR VEHICLES & PASSENGER CAR BODIES,37996
FA,FIRST ADVANTAGE CORP,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1210677
FAF,First American Financial Corp,6361,Office of Finance,TITLE INSURANCE,1472787
FANG,"Diamondback Energy, Inc.",1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,1539838
FARO,FARO TECHNOLOGIES INC,3829,Industrial Applications and Services,"MEASURING & CONTROLLING DEVICES, NEC",917491
FAST,FASTENAL CO,5200,Office of Trade & Services,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",815556
FATE,FATE THERAPEUTICS INC,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1434316
FATH,Fathom Digital Manufacturing Corp,3440,Office of Manufacturing,FABRICATED STRUCTURAL METAL PRODUCTS,1836176
FBC,FLAGSTAR BANCORP INC,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",1033012
FBHS,"Fortune Brands Home & Security, Inc.",1520,Office of Real Estate & Construction,GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS,1519751
FBIZ,"FIRST BUSINESS FINANCIAL SERVICES, INC.",6022,Office of Finance,STATE COMMERCIAL BANKS,1521951
FBK,FB Financial Corp,6022,Office of Finance,STATE COMMERCIAL BANKS,1649749
FBMS,FIRST BANCSHARES INC /MS/,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,947559
FBNC,FIRST BANCORP /NC/,6022,Office of Finance,STATE COMMERCIAL BANKS,811589
FBP,FIRST BANCORP /PR/,6022,Office of Finance,STATE COMMERCIAL BANKS,1057706
FBRT,"Franklin BSP Realty Trust, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1562528
FC,FRANKLIN COVEY CO,8741,Office of Trade & Services,SERVICES-MANAGEMENT SERVICES,886206
FCBC,FIRST COMMUNITY BANCSHARES INC /NV/,6022,Office of Finance,STATE COMMERCIAL BANKS,859070
FCEL,FUELCELL ENERGY INC,3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",886128
FCF,FIRST COMMONWEALTH FINANCIAL CORP /PA/,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,712537
FCFS,FIRST CASH FINANCIAL SERVICES INC,5900,Office of Trade & Services,RETAIL-MISCELLANEOUS RETAIL,840489
FCN,FTI CONSULTING INC,8742,Office of Trade & Services,SERVICES-MANAGEMENT CONSULTING SERVICES,887936
FCNCA,FIRST CITIZENS BANCSHARES INC /DE/,6022,Office of Finance,STATE COMMERCIAL BANKS,798941
FCPT,"Four Corners Property Trust, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1650132
FCUV,FOCUS UNIVERSAL INC.,3823,Industrial Applications and Services,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",1590418
FCX,FREEPORT MCMORAN COPPER & GOLD INC,1000,Office of Energy & Transportation,METAL MINING,831259
FDMT,4D Molecular Therapeutics Inc.,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1650648
FDP,FRESH DEL MONTE PRODUCE INC,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,1047340
FDS,FACTSET RESEARCH SYSTEMS INC,7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",1013237
FDX,FEDEX CORP,4513,Office of Energy & Transportation,AIR COURIER SERVICES,1048911
FE,CLEVELAND ELECTRIC ILLUMINATING CO,4911,Office of Energy & Transportation,ELECTRIC SERVICES,20947
FEAM,"5E Advanced Materials, Inc.",1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1888654
FELE,FRANKLIN ELECTRIC CO INC,3621,Office of Manufacturing,MOTORS & GENERATORS,38725
FF,FutureFuel Corp.,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,1337298
FFBC,FIRST FINANCIAL BANCORP /OH/,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,708955
FFIC,FLUSHING FINANCIAL CORP,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",923139
FFIE,FARADAY FUTURE INTELLIGENT ELECTRIC INC.,3711,Office of Manufacturing,MOTOR VEHICLES & PASSENGER CAR BODIES,1805521
FFIN,FIRST FINANCIAL BANKSHARES INC,6022,Office of Finance,STATE COMMERCIAL BANKS,36029
FFIV,F5 NETWORKS INC,3576,Office of Technology,COMPUTER COMMUNICATIONS EQUIPMENT,1048695
FFWM,First Foundation Inc.,6022,Office of Finance,STATE COMMERCIAL BANKS,1413837
FGBI,"First Guaranty Bancshares, Inc.",6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",1408534
FGEN,FIBROGEN INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,921299
FHB,"FIRST HAWAIIAN, INC.",6022,Office of Finance,STATE COMMERCIAL BANKS,36377
FHI,"FEDERATED HERMES, INC.",6282,Office of Finance,INVESTMENT ADVICE,1056288
FHN,FIRST HORIZON NATIONAL CORP,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,36966
FHTX,Foghorn Therapeutics Inc.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1822462
FIBK,FIRST INTERSTATE BANCSYSTEM INC,6022,Office of Finance,STATE COMMERCIAL BANKS,860413
FICO,FAIR ISAAC CORP,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",814547
FIGS,"FIGS, Inc.",2300,Office of Manufacturing,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,1846576
FIS,"Fidelity National Information Services, Inc.",7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1136893
FISI,FINANCIAL INSTITUTIONS INC,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,862831
FISV,FISERV INC,7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,798354
FITB,FIFTH THIRD BANCORP,6022,Office of Finance,STATE COMMERCIAL BANKS,35527
FIVE,"FIVE BELOW, INC",5331,Office of Trade & Services,RETAIL-VARIETY STORES,1177609
FIVN,"Five9, Inc.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,1288847
FIX,COMFORT SYSTEMS USA INC,1731,Office of Real Estate & Construction,ELECTRICAL WORK,1035983
FIZZ,NATIONAL BEVERAGE CORP,2086,Office of Manufacturing,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,69891
FL,FOOT LOCKER INC,5661,Office of Trade & Services,RETAIL-SHOE STORES,850209
FLGT,"Fulgent Genetics, Inc.",8071,Industrial Applications and Services,SERVICES-MEDICAL LABORATORIES,1674930
FLIC,FIRST OF LONG ISLAND CORP,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,740663
FLL,FULL HOUSE RESORTS INC,7011,Office of Real Estate & Construction,HOTELS & MOTELS,891482
FLNC,"Fluence Energy, Inc.",3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",1868941
FLO,FLOWERS FOODS INC,2000,Office of Manufacturing,FOOD AND KINDRED PRODUCTS,1128928
FLR,FLUOR CORP,1600,Office of Real Estate & Construction,HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS,1124198
FLS,FLOWSERVE CORP,3561,Office of Technology,PUMPS & PUMPING EQUIPMENT,30625
FLT,FLEETCOR TECHNOLOGIES INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1175454
FLWS,1 800 FLOWERS COM INC,5990,Office of Trade & Services,"RETAIL-RETAIL STORES, NEC",1084869
FLYW,Flywire Corp,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1580560
FMAO,FARMERS & MERCHANTS BANCORP INC,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",792966
FMBH,FIRST MID ILLINOIS BANCSHARES INC,6022,Office of Finance,STATE COMMERCIAL BANKS,700565
FMC,FMC CORP,2800,Industrial Applications and Services,CHEMICALS & ALLIED PRODUCTS,37785
FMNB,FARMERS NATIONAL BANC CORP /OH/,6022,Office of Finance,STATE COMMERCIAL BANKS,709337
FMTX,"Forma Therapeutics Holdings, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1538927
FN,Fabrinet,3661,Office of Manufacturing,TELEPHONE & TELEGRAPH APPARATUS,1408710
FNA,"Paragon 28, Inc.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1531978
FNB,FNB CORP/FL/,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,37808
FND,"Floor & Decor Holdings, Inc.",5211,Office of Trade & Services,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,1507079
FNF,"Fidelity National Financial, Inc.",6361,Office of Finance,TITLE INSURANCE,1331875
FNKO,"Funko, Inc.",3944,Office of Manufacturing,"GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)",1704711
FNLC,"First Bancorp, Inc /ME/",6021,Office of Finance,NATIONAL COMMERCIAL BANKS,765207
FOA,Finance of America Companies Inc.,6162,Office of Finance,MORTGAGE BANKERS & LOAN CORRESPONDENTS,1828937
FOCS,Focus Financial Partners Inc.,6282,Office of Finance,INVESTMENT ADVICE,1651052
FOLD,AMICUS THERAPEUTICS INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1178879
FOR,Forestar Group Inc.,6500,Office of Real Estate & Construction,REAL ESTATE,1406587
FORM,FORMFACTOR INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,1039399
FORR,FORRESTER RESEARCH INC,8700,Office of Trade & Services,"SERVICES-ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT",1023313
FOSL,FOSSIL INC,3873,Industrial Applications and Services,"WATCHES, CLOCKS, CLOCKWORK OPERATED DEVICES/PARTS",883569
FOUR,"Shift4 Payments, Inc.",7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",1794669
FOX,"TWENTY-FIRST CENTURY FOX, INC.",4841,Office of Technology,CABLE & OTHER PAY TELEVISION SERVICES,1308161
FOXA,"TWENTY-FIRST CENTURY FOX, INC.",4841,Office of Technology,CABLE & OTHER PAY TELEVISION SERVICES,1308161
FOXF,FOX FACTORY HOLDING CORP,3751,Office of Manufacturing,"MOTORCYCLES, BICYCLES & PARTS",1424929
FPI,Farmland Partners Inc.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1591670
FR,FIRST INDUSTRIAL REALTY TRUST INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,921825
FRBK,REPUBLIC FIRST BANCORP INC,6022,Office of Finance,STATE COMMERCIAL BANKS,834285
FREE,"Whole Earth Brands, Inc.",2060,Office of Manufacturing,SUGAR & CONFECTIONERY PRODUCTS,1753706
FRG,"Franchise Group, Inc.",6794,Office of Real Estate & Construction,PATENT OWNERS & LESSORS,1528930
FRME,FIRST MERCHANTS CORP,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,712534
FRPH,"FRP HOLDINGS, INC.",6500,Office of Real Estate & Construction,REAL ESTATE,844059
FRPT,"Freshpet, Inc.",2040,Office of Manufacturing,GRAIN MILL PRODUCTS,1611647
FRST,Primis Financial Corp.,6022,Office of Finance,STATE COMMERCIAL BANKS,1325670
FRT,FEDERAL REALTY INVESTMENT TRUST,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,34903
FSBC,"FSB Bancorp, Inc.",6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",1667939
FSLR,"FIRST SOLAR, INC.",3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,1274494
FSLY,"Fastly, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,1517413
FSP,FRANKLIN STREET PROPERTIES CORP /MA/,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,1031316
FSR,"Flagstone Reinsurance Holdings, S.A.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",1347815
FSS,FEDERAL SIGNAL CORP /DE/,3711,Office of Manufacturing,MOTOR VEHICLES & PASSENGER CAR BODIES,277509
FTCI,"FTC Solar, Inc.",3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,1828161
FTDR,"frontdoor, inc.",7340,Office of Trade & Services,SERVICES-TO DWELLINGS & OTHER BUILDINGS,1727263
FTNT,FORTINET INC,3577,Office of Technology,"COMPUTER PERIPHERAL EQUIPMENT, NEC",1262039
FTV,Fortive Corp,3823,Industrial Applications and Services,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",1659166
FUBO,fuboTV Inc. /FL,7812,Office of Trade & Services,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,1484769
FUL,FULLER H B CO,2891,Industrial Applications and Services,ADHESIVES & SEALANTS,39368
FULC,"Fulcrum Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,1680581
FULT,FULTON FINANCIAL CORP,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,700564
FVCB,"FVCBankcorp, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,1675644
FWONA,Liberty Media Corp,4833,Office of Technology,TELEVISION BROADCASTING STATIONS,1560385
FWONK,"Rocket Companies, Inc.",6162,Office of Finance,MORTGAGE BANKERS & LOAN CORRESPONDENTS,1805284
FWRD,FORWARD AIR CORP,4731,Office of Energy & Transportation,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,912728
FWRG,"First Watch Restaurant Group, Inc.",5812,Office of Trade & Services,RETAIL-EATING PLACES,1789940
FXLV,F45 Training Holdings Inc.,5040,Office of Trade & Services,WHOLESALE-PROFESSIONAL & COMMERCIAL EQUIPMENT & SUPPLIES,1788717
G,Genpact LTD,8742,Office of Trade & Services,SERVICES-MANAGEMENT CONSULTING SERVICES,1398659
GABC,"GERMAN AMERICAN BANCORP, INC.",6022,Office of Finance,STATE COMMERCIAL BANKS,714395
